,acc_train,acc_val,cost_train,cost_val,decay_factor,epoch_nums,epochs,final_acc_train,final_acc_val,final_cost_train,final_cost_val,hidden_size,initial_learning_rate,momentum,plot,regularization
0,"[0.22289999999999999, 0.26960000000000001, 0.29930000000000001, 0.32369999999999999, 0.33710000000000001]","[0.216, 0.26069999999999999, 0.28510000000000002, 0.30480000000000002, 0.3135]","[2.300897263716867, 2.2168559344249092, 2.1198156396709034, 2.0481612945347654, 1.9997494466566776]","[2.3066001735906769, 2.2295487086126373, 2.1439212258708054, 2.0931943152647015, 2.0557738436833866]",0.998,"[0, 1, 2, 3, 4]",5,0.3371,0.3135,1.9997494466566776,2.0557738436833866,50,0.5,0.8,images/coarse_0.png,0.001
0,"[0.2145, 0.27429999999999999, 0.28939999999999999, 0.30299999999999999, 0.32150000000000001]","[0.20849999999999999, 0.26479999999999998, 0.28810000000000002, 0.29849999999999999, 0.31140000000000001]","[2.3117071535397464, 2.2110562341037641, 2.1317207974470045, 2.0710701219102505, 2.0163290796558448]","[2.3162066336041796, 2.2197900185859134, 2.1471646763331846, 2.0959046596031112, 2.0537444400392779]",0.998,"[0, 1, 2, 3, 4]",5,0.3215,0.3114,2.016329079655845,2.053744440039278,50,0.3,0.8,images/coarse_1.png,0.001
0,"[0.16919999999999999, 0.20349999999999999, 0.23119999999999999, 0.25190000000000001, 0.2787]","[0.1671, 0.20130000000000001, 0.22309999999999999, 0.24490000000000001, 0.26519999999999999]","[2.3783099841751687, 2.3034410597485255, 2.2446605708404141, 2.1946756214130807, 2.1480324147496668]","[2.3777540806851967, 2.3063686700419823, 2.2520557902421112, 2.2073945962804382, 2.1659233555850665]",0.998,"[0, 1, 2, 3, 4]",5,0.2787,0.2652,2.1480324147496668,2.1659233555850665,50,0.1,0.8,images/coarse_2.png,0.001
0,"[0.1182, 0.14860000000000001, 0.17799999999999999, 0.21440000000000001, 0.24129999999999999]","[0.1167, 0.1424, 0.17730000000000001, 0.2089, 0.23380000000000001]","[2.4214786233791488, 2.370094856478822, 2.3231948312441539, 2.2838423099516914, 2.2496939919947856]","[2.4196314674913535, 2.3706825289580182, 2.3259084703799631, 2.2886293727733702, 2.2566698663588727]",0.998,"[0, 1, 2, 3, 4]",5,0.2413,0.2338,2.2496939919947856,2.2566698663588727,50,0.05,0.8,images/coarse_3.png,0.001
0,"[0.10009999999999999, 0.10920000000000001, 0.129, 0.14860000000000001, 0.1673]","[0.094700000000000006, 0.1033, 0.1222, 0.1444, 0.15909999999999999]","[2.4581871692068038, 2.4400761672258096, 2.4180137875490537, 2.3946901223042447, 2.3721659752033957]","[2.4624011073778522, 2.4451682909777674, 2.4241756594099897, 2.4019757338180594, 2.3803646832392165]",0.998,"[0, 1, 2, 3, 4]",5,0.1673,0.1591,2.3721659752033957,2.3803646832392165,50,0.01,0.8,images/coarse_4.png,0.001
0,"[0.1108, 0.1149, 0.1196, 0.1231, 0.13]","[0.1067, 0.10929999999999999, 0.1143, 0.1212, 0.127]","[2.4634610020033532, 2.4580364189023785, 2.4508985854079128, 2.4425815008254506, 2.4334828796899131]","[2.4663412061630461, 2.4610757634120071, 2.4541581578981138, 2.4460903667028373, 2.4372873226291127]",0.998,"[0, 1, 2, 3, 4]",5,0.13,0.127,2.433482879689913,2.4372873226291127,50,0.005,0.8,images/coarse_5.png,0.001
0,"[0.12189999999999999, 0.123, 0.1236, 0.124, 0.1255]","[0.1226, 0.123, 0.1237, 0.12470000000000001, 0.12520000000000001]","[2.4471915759630196, 2.4459220825254473, 2.4442125179678045, 2.4421625579185786, 2.4398579833469802]","[2.4517957201482368, 2.4505628210434156, 2.4489064952204886, 2.4469225348356858, 2.4446911586424229]",0.998,"[0, 1, 2, 3, 4]",5,0.1255,0.1252,2.4398579833469802,2.444691158642423,50,0.001,0.8,images/coarse_6.png,0.001
0,"[0.22320000000000001, 0.28129999999999999, 0.3034, 0.33189999999999997, 0.35389999999999999]","[0.2157, 0.27100000000000002, 0.29339999999999999, 0.31869999999999998, 0.33910000000000001]","[2.7313497968555058, 2.5950046107771874, 2.5105988226671005, 2.4502187209967312, 2.377373521282014]","[2.7529362961882957, 2.6187147731248421, 2.536529676299951, 2.4852922230745182, 2.4257567370903947]",0.998,"[0, 1, 2, 3, 4]",5,0.3539,0.3391,2.377373521282014,2.4257567370903947,50,0.5,0.8,images/coarse_7.png,0.005
0,"[0.1951, 0.23330000000000001, 0.2656, 0.30980000000000002, 0.3256]","[0.19320000000000001, 0.2329, 0.25940000000000002, 0.2979, 0.31519999999999998]","[2.7724179518514278, 2.6792103468872179, 2.612333111424463, 2.5387672754987314, 2.478597991556696]","[2.7758160015464006, 2.6869617340905174, 2.625453476293286, 2.5592063728862389, 2.5065319445149794]",0.998,"[0, 1, 2, 3, 4]",5,0.3256,0.3152,2.478597991556696,2.5065319445149794,50,0.3,0.8,images/coarse_8.png,0.005
0,"[0.11990000000000001, 0.16450000000000001, 0.19589999999999999, 0.2319, 0.26340000000000002]","[0.11360000000000001, 0.15890000000000001, 0.18990000000000001, 0.22220000000000001, 0.2545]","[2.8686332900049085, 2.7899629267825103, 2.7346500683211348, 2.6844938770503948, 2.6355578345429684]","[2.8756232809713329, 2.7988476496664911, 2.7479567118746706, 2.701896107042538, 2.6567036747847976]",0.998,"[0, 1, 2, 3, 4]",5,0.2634,0.2545,2.6355578345429684,2.6567036747847976,50,0.1,0.8,images/coarse_9.png,0.005
0,"[0.1067, 0.14660000000000001, 0.18809999999999999, 0.20799999999999999, 0.22070000000000001]","[0.1108, 0.14949999999999999, 0.18110000000000001, 0.20380000000000001, 0.21560000000000001]","[2.8794872164765546, 2.8332526706145407, 2.7871363899659696, 2.7458104666253274, 2.7097428528727878]","[2.8752431919347088, 2.829910644029729, 2.785019594928261, 2.7452387339468096, 2.7107085964628519]",0.998,"[0, 1, 2, 3, 4]",5,0.2207,0.2156,2.709742852872788,2.710708596462852,50,0.05,0.8,images/coarse_10.png,0.005
0,"[0.1303, 0.13700000000000001, 0.1464, 0.1573, 0.16880000000000001]","[0.1215, 0.1275, 0.13769999999999999, 0.14460000000000001, 0.15679999999999999]","[2.9127223660534094, 2.9014533087595993, 2.8870593539606006, 2.8709192432594524, 2.8542187303266635]","[2.9093171324574856, 2.8987118800382703, 2.8852574979256609, 2.8701958627076753, 2.8545638278957797]",0.998,"[0, 1, 2, 3, 4]",5,0.1688,0.1568,2.8542187303266635,2.8545638278957797,50,0.01,0.8,images/coarse_11.png,0.005
0,"[0.1241, 0.1288, 0.13589999999999999, 0.14330000000000001, 0.15160000000000001]","[0.1232, 0.12889999999999999, 0.1363, 0.1452, 0.15190000000000001]","[2.9041065305132783, 2.8970320218022252, 2.8877848425726391, 2.8770792290479981, 2.8655113035899773]","[2.8995239049946546, 2.8928002777754127, 2.8839956019695223, 2.8738198319811898, 2.8628317163427894]",0.998,"[0, 1, 2, 3, 4]",5,0.1516,0.1519,2.8655113035899773,2.8628317163427894,50,0.005,0.8,images/coarse_12.png,0.005
0,"[0.10630000000000001, 0.10639999999999999, 0.1076, 0.1086, 0.10920000000000001]","[0.1018, 0.1023, 0.1032, 0.1042, 0.1051]","[2.9327253634780113, 2.9310252168356583, 2.928743320048949, 2.9260157778168354, 2.9229486150731616]","[2.9360611465761521, 2.9343878361577889, 2.9321393377266816, 2.9294482813470806, 2.9264225839084825]",0.998,"[0, 1, 2, 3, 4]",5,0.1092,0.1051,2.9229486150731616,2.9264225839084825,50,0.001,0.8,images/coarse_13.png,0.005
0,"[0.17480000000000001, 0.27900000000000003, 0.30709999999999998, 0.32450000000000001, 0.33629999999999999]","[0.17530000000000001, 0.27150000000000002, 0.29420000000000002, 0.31, 0.32329999999999998]","[3.3232272142613946, 3.160008574013724, 3.0200688027913629, 2.8919016518531198, 2.7969959239393987]","[3.3351363977130193, 3.1867324776274222, 3.0520586382760104, 2.9271194248491126, 2.8392516040450548]",0.998,"[0, 1, 2, 3, 4]",5,0.3363,0.3233,2.7969959239393987,2.839251604045055,50,0.5,0.8,images/coarse_14.png,0.01
0,"[0.2089, 0.2571, 0.2853, 0.31019999999999998, 0.33179999999999998]","[0.20630000000000001, 0.24690000000000001, 0.27279999999999999, 0.29380000000000001, 0.31469999999999998]","[3.3096549030362672, 3.2099304611085797, 3.1114489519505901, 3.0145755104409471, 2.9243951106739079]","[3.3171825961000074, 3.2267644126637327, 3.1351012279850967, 3.0449552696532924, 2.9610443144670664]",0.998,"[0, 1, 2, 3, 4]",5,0.3318,0.3147,2.924395110673908,2.9610443144670664,50,0.3,0.8,images/coarse_15.png,0.01
0,"[0.15909999999999999, 0.20899999999999999, 0.2366, 0.25440000000000002, 0.26819999999999999]","[0.16289999999999999, 0.2077, 0.23569999999999999, 0.25640000000000002, 0.27000000000000002]","[3.4112347320640408, 3.3372216578653284, 3.2693963726964794, 3.2084713778379932, 3.1529130637605101]","[3.4104152527683462, 3.3382455648861642, 3.2721292906595956, 3.2139214589420524, 3.1617710279450466]",0.998,"[0, 1, 2, 3, 4]",5,0.2682,0.27,3.15291306376051,3.1617710279450466,50,0.1,0.8,images/coarse_16.png,0.01
0,"[0.1013, 0.16420000000000001, 0.20949999999999999, 0.22989999999999999, 0.2402]","[0.10249999999999999, 0.1643, 0.20569999999999999, 0.22359999999999999, 0.23119999999999999]","[3.4605335204092436, 3.3939193293880265, 3.3340039864269446, 3.2882914566220922, 3.2516331836553984]","[3.456870183008621, 3.3940633743289021, 3.3392735282713657, 3.2986441054080724, 3.2658503020144609]",0.998,"[0, 1, 2, 3, 4]",5,0.2402,0.2312,3.2516331836553984,3.265850302014461,50,0.05,0.8,images/coarse_17.png,0.01
0,"[0.1249, 0.1326, 0.1404, 0.15459999999999999, 0.17150000000000001]","[0.13250000000000001, 0.1376, 0.1472, 0.15709999999999999, 0.17230000000000001]","[3.4705723334808622, 3.4570704291490744, 3.4401162764559166, 3.4214791509297799, 3.4025495357994817]","[3.4655084506565053, 3.4524230530811026, 3.4360135412886743, 3.4180545908909989, 3.3998710117153594]",0.998,"[0, 1, 2, 3, 4]",5,0.1715,0.1723,3.4025495357994817,3.3998710117153594,50,0.01,0.8,images/coarse_18.png,0.01
0,"[0.1129, 0.1163, 0.12139999999999999, 0.1275, 0.13270000000000001]","[0.10929999999999999, 0.1129, 0.1182, 0.1205, 0.12620000000000001]","[3.4694424549260443, 3.4634921126408114, 3.4557204873329863, 3.4467313180372399, 3.4370316182954754]","[3.4680647574389134, 3.4623477497487971, 3.4548820130511948, 3.4462420983112922, 3.4368858166724015]",0.998,"[0, 1, 2, 3, 4]",5,0.1327,0.1262,3.4370316182954754,3.4368858166724015,50,0.005,0.8,images/coarse_19.png,0.01
0,"[0.13730000000000001, 0.1381, 0.13919999999999999, 0.1411, 0.1424]","[0.13189999999999999, 0.1331, 0.1338, 0.1346, 0.13669999999999999]","[3.5044177774436021, 3.5025175507085602, 3.4999649034217799, 3.4969116289552566, 3.4934769066650571]","[3.5091614431333742, 3.5073038581720226, 3.5048068702519632, 3.5018188352000488, 3.4984573831226058]",0.998,"[0, 1, 2, 3, 4]",5,0.1424,0.1367,3.493476906665057,3.498457383122606,50,0.001,0.8,images/coarse_20.png,0.01
0,"[0.21340000000000001, 0.26240000000000002, 0.2782, 0.31140000000000001, 0.3221]","[0.2036, 0.25440000000000002, 0.27489999999999998, 0.30280000000000001, 0.30709999999999998]","[7.4313834716379272, 6.4216170470672669, 5.3118986698066655, 4.2904142789552671, 3.4741986307227846]","[7.445015219731367, 6.4303574180556495, 5.3279516331546262, 4.312130916505609, 3.4981928104327951]",0.998,"[0, 1, 2, 3, 4]",5,0.3221,0.3071,3.4741986307227846,3.498192810432795,50,0.5,0.8,images/coarse_21.png,0.05
0,"[0.22359999999999999, 0.26069999999999999, 0.2903, 0.31790000000000002, 0.33560000000000001]","[0.2165, 0.25590000000000002, 0.2863, 0.31140000000000001, 0.32390000000000002]","[7.6300398702051897, 6.9608852862555741, 6.1849519243357083, 5.4010595052680248, 4.6676358172850829]","[7.6347007622433445, 6.9719845240360838, 6.2038734235241488, 5.4244337884763061, 4.693865985555985]",0.998,"[0, 1, 2, 3, 4]",5,0.3356,0.3239,4.667635817285083,4.693865985555985,50,0.3,0.8,images/coarse_22.png,0.05
0,"[0.12470000000000001, 0.16769999999999999, 0.22639999999999999, 0.25480000000000003, 0.27289999999999998]","[0.1205, 0.1663, 0.214, 0.24460000000000001, 0.26229999999999998]","[7.9996052688419077, 7.7175054164733066, 7.3991723908442211, 7.0471390797730393, 6.6750800203539455]","[8.0052543081669025, 7.7270660025344693, 7.4113343156092517, 7.0620918435590472, 6.6926429678232715]",0.998,"[0, 1, 2, 3, 4]",5,0.2729,0.2623,6.6750800203539455,6.6926429678232715,50,0.1,0.8,images/coarse_23.png,0.05
0,"[0.1154, 0.15759999999999999, 0.19989999999999999, 0.22040000000000001, 0.23369999999999999]","[0.1133, 0.15190000000000001, 0.19070000000000001, 0.21590000000000001, 0.2296]","[7.9685400421314743, 7.8114434493692713, 7.6280650123744742, 7.43168028486952, 7.2261368581092889]","[7.973992087421685, 7.8187475819208707, 7.6369213167255872, 7.4422257433492263, 7.2385008611541348]",0.998,"[0, 1, 2, 3, 4]",5,0.2337,0.2296,7.226136858109289,7.238500861154135,50,0.05,0.8,images/coarse_24.png,0.05
0,"[0.1089, 0.122, 0.1381, 0.15720000000000001, 0.17169999999999999]","[0.1082, 0.1212, 0.13780000000000001, 0.1552, 0.1709]","[8.0481320322780263, 8.0169154882399738, 7.9755015668673916, 7.9267049419404891, 7.8728907223474991]","[8.0493168872303791, 8.0183574858616815, 7.9772656085741369, 7.9288957522080965, 7.8756273579093445]",0.998,"[0, 1, 2, 3, 4]",5,0.1717,0.1709,7.872890722347499,7.8756273579093445,50,0.01,0.8,images/coarse_25.png,0.05
0,"[0.1019, 0.10580000000000001, 0.1129, 0.123, 0.13320000000000001]","[0.1106, 0.1145, 0.11990000000000001, 0.12770000000000001, 0.14099999999999999]","[8.1057702352944077, 8.0875572854613118, 8.0632469184873798, 8.0344162488795838, 8.0024103309911467]","[8.0992614973985475, 8.0813251659758549, 8.0573580329819112, 8.0289451244374987, 7.9974047253306715]",0.998,"[0, 1, 2, 3, 4]",5,0.1332,0.141,8.002410330991147,7.9974047253306715,50,0.005,0.8,images/coarse_26.png,0.05
0,"[0.12470000000000001, 0.12509999999999999, 0.12590000000000001, 0.12670000000000001, 0.12770000000000001]","[0.12230000000000001, 0.1232, 0.1242, 0.1263, 0.1283]","[8.1744125060714374, 8.1709221541500057, 8.166212685098813, 8.1605447651257812, 8.1541268789354522]","[8.1709028911914015, 8.1674741085428426, 8.1628468956564255, 8.1572795198569299, 8.1509773094150422]",0.998,"[0, 1, 2, 3, 4]",5,0.1277,0.1283,8.154126878935452,8.150977309415042,50,0.001,0.8,images/coarse_27.png,0.05
0,"[0.22209999999999999, 0.26979999999999998, 0.28100000000000003, 0.2853, 0.28189999999999998]","[0.20910000000000001, 0.2621, 0.27079999999999999, 0.27729999999999999, 0.27400000000000002]","[11.420691201637389, 8.2188404509998207, 5.271776310588665, 3.2877888988158355, 2.4300942359207567]","[11.429471604569539, 8.2318492823241805, 5.285195959013743, 3.2987466106319059, 2.4374003453230078]",0.998,"[0, 1, 2, 3, 4]",5,0.2819,0.274,2.4300942359207567,2.4374003453230078,50,0.5,0.8,images/coarse_28.png,0.1
0,"[0.18229999999999999, 0.24590000000000001, 0.27160000000000001, 0.29099999999999998, 0.29849999999999999]","[0.1784, 0.23769999999999999, 0.2656, 0.2828, 0.29189999999999999]","[12.347688362314003, 10.148258267867808, 7.7822625424493879, 5.6625404397302477, 4.0439225826935532]","[12.352181819659251, 10.156291097197082, 7.7923852001876694, 5.6739316652007936, 4.0553507838215506]",0.998,"[0, 1, 2, 3, 4]",5,0.2985,0.2919,4.043922582693553,4.055350783821551,50,0.3,0.8,images/coarse_29.png,0.1
0,"[0.15570000000000001, 0.20069999999999999, 0.22689999999999999, 0.25319999999999998, 0.27239999999999998]","[0.16250000000000001, 0.2016, 0.22289999999999999, 0.247, 0.2666]","[13.416090915400853, 12.53365402038267, 11.475234283283648, 10.324746640208669, 9.1582539503352933]","[13.418861308466971, 12.540396821523359, 11.485085539475897, 10.337508638137006, 9.1732055622430835]",0.998,"[0, 1, 2, 3, 4]",5,0.2724,0.2666,9.158253950335293,9.173205562243083,50,0.1,0.8,images/coarse_30.png,0.1
0,"[0.123, 0.14380000000000001, 0.15920000000000001, 0.17860000000000001, 0.19539999999999999]","[0.1288, 0.1444, 0.16320000000000001, 0.18360000000000001, 0.19639999999999999]","[13.551671928031459, 13.109029929349076, 12.540385497209055, 11.893340174541748, 11.203327288309655]","[13.551442023842501, 13.110554938606647, 12.543637242094754, 11.898218417710476, 11.209598436740498]",0.998,"[0, 1, 2, 3, 4]",5,0.1954,0.1964,11.203327288309655,11.209598436740498,50,0.05,0.8,images/coarse_31.png,0.1
0,"[0.094299999999999995, 0.1024, 0.11849999999999999, 0.1394, 0.15890000000000001]","[0.1023, 0.10879999999999999, 0.1232, 0.14050000000000001, 0.1588]","[13.835664642257823, 13.734806772583845, 13.602045843063324, 13.446678075509507, 13.27591632988741]","[13.828455557264238, 13.728416442938137, 13.596630233728648, 13.442303159435092, 13.272369368836719]",0.998,"[0, 1, 2, 3, 4]",5,0.1589,0.1588,13.27591632988741,13.272369368836719,50,0.01,0.8,images/coarse_32.png,0.1
0,"[0.0911, 0.095299999999999996, 0.099500000000000005, 0.1048, 0.11269999999999999]","[0.089999999999999997, 0.094100000000000003, 0.0974, 0.1051, 0.1133]","[13.76940233528679, 13.721864382747679, 13.657986822808763, 13.581542025298461, 13.495549034749171]","[13.766175518770281, 13.718871783434945, 13.655315485251489, 13.579272292816963, 13.493763340975489]",0.998,"[0, 1, 2, 3, 4]",5,0.1127,0.1133,13.495549034749171,13.49376334097549,50,0.005,0.8,images/coarse_33.png,0.1
0,"[0.099199999999999997, 0.099500000000000005, 0.099900000000000003, 0.10150000000000001, 0.10249999999999999]","[0.099900000000000003, 0.1007, 0.10150000000000001, 0.10199999999999999, 0.1033]","[13.837050598036207, 13.827100372481132, 13.813655435999271, 13.797447352234943, 13.77906888199322]","[13.835010426226182, 13.825133727272352, 13.811788972119546, 13.795703913864612, 13.777465780493189]",0.998,"[0, 1, 2, 3, 4]",5,0.1025,0.1033,13.77906888199322,13.77746578049319,50,0.001,0.8,images/coarse_34.png,0.1
0,"[0.1792, 0.25259999999999999, 0.077600000000000002, 0.046399999999999997, 0.1244]","[0.1736, 0.24709999999999999, 0.075600000000000001, 0.047199999999999999, 0.1216]","[19.171776093105397, 4.5010790848385822, 3.7301336432741978, 10.300549985927567, 13.320195598906748]","[19.176394511955312, 4.5046067742693161, 3.7288802456965744, 10.300170827757851, 13.324813625987584]",0.998,"[0, 1, 2, 3, 4]",5,0.1244,0.1216,13.320195598906748,13.324813625987584,50,0.5,0.8,images/coarse_35.png,0.3
0,"[0.2107, 0.24110000000000001, 0.26500000000000001, 0.086800000000000002, 0.0407]","[0.20469999999999999, 0.22689999999999999, 0.2545, 0.086699999999999999, 0.043400000000000001]","[25.472648897619944, 11.894624656515479, 3.7400387567534326, 2.8172224110611195, 5.98921563270153]","[25.478884363359033, 11.900879630242979, 3.7431485302896235, 2.8167759896593152, 5.9871310355419194]",0.998,"[0, 1, 2, 3, 4]",5,0.0407,0.0434,5.98921563270153,5.987131035541919,50,0.3,0.8,images/coarse_36.png,0.3
0,"[0.1497, 0.17460000000000001, 0.2117, 0.24629999999999999, 0.2666]","[0.1479, 0.1736, 0.2046, 0.24279999999999999, 0.26190000000000002]","[33.062192772396394, 26.548490134750832, 19.378435329655822, 12.890473483642687, 7.8739399509033863]","[33.05984837258088, 26.549325384842227, 19.382002235882421, 12.894872803256137, 7.8782169051552415]",0.998,"[0, 1, 2, 3, 4]",5,0.2666,0.2619,7.873939950903386,7.8782169051552415,50,0.1,0.8,images/coarse_37.png,0.3
0,"[0.1182, 0.1857, 0.21970000000000001, 0.23569999999999999, 0.2515]","[0.12139999999999999, 0.17530000000000001, 0.21129999999999999, 0.2303, 0.248]","[34.875251435053706, 31.354496738773665, 27.050355990026883, 22.500453448446589, 18.112633653667267]","[34.877502321149336, 31.358433690280336, 27.055647572212131, 22.506387485731999, 18.118391131268002]",0.998,"[0, 1, 2, 3, 4]",5,0.2515,0.248,18.112633653667267,18.118391131268,50,0.05,0.8,images/coarse_38.png,0.3
0,"[0.1205, 0.13070000000000001, 0.14330000000000001, 0.1573, 0.17249999999999999]","[0.12189999999999999, 0.129, 0.14000000000000001, 0.15179999999999999, 0.16400000000000001]","[36.488466181309057, 35.741226780984185, 34.749111646266613, 33.58056967484498, 32.291839349382542]","[36.488736429702115, 35.742108696976466, 34.75074758891283, 33.583027800092061, 32.295167244742508]",0.998,"[0, 1, 2, 3, 4]",5,0.1725,0.164,32.29183934938254,32.29516724474251,50,0.01,0.8,images/coarse_39.png,0.3
0,"[0.073499999999999996, 0.076300000000000007, 0.079399999999999998, 0.083500000000000005, 0.088400000000000006]","[0.072900000000000006, 0.074200000000000002, 0.076499999999999999, 0.080299999999999996, 0.087300000000000003]","[36.161648479174374, 35.789883501464054, 35.291481916004741, 34.696953342969032, 34.031209894768942]","[36.161149721453171, 35.789622699528486, 35.291530593132954, 34.697373235598825, 34.032004309367579]",0.998,"[0, 1, 2, 3, 4]",5,0.0884,0.0873,34.03120989476894,34.03200430936758,50,0.005,0.8,images/coarse_40.png,0.3
0,"[0.095200000000000007, 0.096500000000000002, 0.097600000000000006, 0.099299999999999999, 0.1004]","[0.091399999999999995, 0.092200000000000004, 0.093100000000000002, 0.095100000000000004, 0.097299999999999998]","[36.589085244217642, 36.513181727734519, 36.410627795587523, 36.287048698658452, 36.146970463611417]","[36.590909238456106, 36.515060342781481, 36.412579801356976, 36.289086204499647, 36.149102354324789]",0.998,"[0, 1, 2, 3, 4]",5,0.1004,0.0973,36.14697046361142,36.14910235432479,50,0.001,0.8,images/coarse_41.png,0.3
0,"[0.22159999999999999, 0.047800000000000002, 0.042299999999999997, 0.17810000000000001, 0.2369]","[0.21079999999999999, 0.048599999999999997, 0.0424, 0.1792, 0.23380000000000001]","[16.435281427642131, 3.8462602844829576, 22.500658300935502, 26.321648097983019, 10.424559587372528]","[16.441967123342742, 3.8415600887189467, 22.492821981342452, 26.318998067978384, 10.424696127621001]",0.998,"[0, 1, 2, 3, 4]",5,0.2369,0.2338,10.424559587372528,10.424696127621,50,0.5,0.8,images/coarse_42.png,0.5
0,"[0.2203, 0.24349999999999999, 0.0407, 0.041500000000000002, 0.11119999999999999]","[0.21510000000000001, 0.2394, 0.045600000000000002, 0.047, 0.11310000000000001]","[30.435299277830268, 5.9453778619827364, 4.4326392130179846, 15.47925210813321, 20.775913839254571]","[30.438051589148809, 5.9476723397267959, 4.4309731656165834, 15.476059921338122, 20.774943029962852]",0.998,"[0, 1, 2, 3, 4]",5,0.1112,0.1131,20.77591383925457,20.774943029962852,50,0.3,0.8,images/coarse_43.png,0.5
0,"[0.1462, 0.1893, 0.21479999999999999, 0.2437, 0.25629999999999997]","[0.14749999999999999, 0.1883, 0.2185, 0.24390000000000001, 0.25240000000000001]","[48.789658254150254, 32.841503485375135, 17.862048439268456, 7.5628104686451856, 2.9095228256843715]","[48.788177376228937, 32.843339792717032, 17.865064511200394, 7.5653062082533502, 2.91053648249994]",0.998,"[0, 1, 2, 3, 4]",5,0.2563,0.2524,2.9095228256843715,2.91053648249994,50,0.1,0.8,images/coarse_44.png,0.5
0,"[0.107, 0.14710000000000001, 0.1908, 0.21820000000000001, 0.23250000000000001]","[0.1061, 0.1439, 0.17899999999999999, 0.20949999999999999, 0.22289999999999999]","[54.317238670744089, 45.119882781418973, 34.594969558840688, 24.506023185456861, 16.015168316713627]","[54.323671635983452, 45.128129055644749, 34.603976780743245, 24.514253619535701, 16.022034956563804]",0.998,"[0, 1, 2, 3, 4]",5,0.2325,0.2229,16.015168316713627,16.022034956563804,50,0.05,0.8,images/coarse_45.png,0.5
0,"[0.089399999999999993, 0.095100000000000004, 0.1023, 0.1114, 0.12670000000000001]","[0.085699999999999998, 0.0901, 0.097799999999999998, 0.1077, 0.1231]","[58.355745297929197, 56.328526364776678, 53.670379698062305, 50.591009256952262, 47.263165598971746]","[58.355545856846561, 56.328840875407558, 53.671384430132257, 50.592762702427251, 47.265544764780529]",0.998,"[0, 1, 2, 3, 4]",5,0.1267,0.1231,47.263165598971746,47.26554476478053,50,0.01,0.8,images/coarse_46.png,0.5
0,"[0.12839999999999999, 0.13039999999999999, 0.13370000000000001, 0.13500000000000001, 0.13850000000000001]","[0.127, 0.12920000000000001, 0.13170000000000001, 0.13300000000000001, 0.1363]","[58.888942878477877, 57.866124062682594, 56.502851854798386, 54.889110751174691, 53.098880901743279]","[58.889259482419341, 57.866665251652762, 56.503677477652225, 54.890285430716617, 53.100388564730508]",0.998,"[0, 1, 2, 3, 4]",5,0.1385,0.1363,53.09888090174328,53.10038856473051,50,0.005,0.8,images/coarse_47.png,0.5
0,"[0.1104, 0.1105, 0.1111, 0.1124, 0.11310000000000001]","[0.11509999999999999, 0.11559999999999999, 0.1157, 0.11559999999999999, 0.1163]","[59.366829066988508, 59.16024733939971, 58.881417334626512, 58.545869639605975, 58.166131646705722]","[59.364439567290731, 59.157921768722197, 58.879176920929865, 58.543732353670556, 58.164112044581806]",0.998,"[0, 1, 2, 3, 4]",5,0.1131,0.1163,58.16613164670572,58.164112044581806,50,0.001,0.8,images/coarse_48.png,0.5
